Line,Product Family,Base Polymer,Base Type,Additional Treatment,Product Group,Color Group,Width Material Attri,Thickness Material A,Uptime,Rate,Yield,Quantity Good,Run Time Hours,Net Quantity Produced,Downtime,Sales Quantity in KG,Net Sales Quantity in KG,Gross Sales,Freight Revenue Subtotal,Total Gross Sales Revenue,Sales Discounts,Term (Cash) Discounts,Claims (Returns),Bonus (Rebates),Net Sales I,Sales Price net per KG,Commissions Expense primary,Commissions Expense secondary,Direct Sales Costs,Net Sales II,Material Costs,Subcontracting,Added Value,Packing Material (pallets only),Packaging Overhead Variable,Energy & Supplies Variable,Contribution Margin I - C,Personnel Direct,Personnel Indirect,Maintenance Fix,Other Fixed Overhead,Corporate Allocated Costs Prod,Contribution Margin II - C,Research & Development,Selling exp. (Condition),"General, & Administrative (Condition)",EBITDA before Allocations,EBITDA (€),Total Depreciation,EBIT,Product,EBITDA (€) Rank,EBITDA (€) / Hr
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,360,45,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,2513.0,2513.0,12012.14,0.0,12012.14,0.0,0.0,0.0,0.0,12012.14,4.78,0.0,0.0,-301.48,11710.66,5414.78,0.0,6597.36,104.06,4.41,259.77,5927.64,569.28,868.52,35.33,93.01,69.86,4291.64,125.39,327.82,158.04,3680.39,3680.39,427.0,3253.39,PETG-G10F22-T52-GC-360-45,527.0,1887.4117821727018
K18,Cards Overlay,PVC,278/01,ZZZ,Cards Uncoated Overlay,GC,560,50,0.3,691.23,0.89,193869.9,315.3847222222222,218003.9,720.2116666666667,2060.0,2060.0,10408.2,0.0,10408.2,0.0,0.0,0.0,-144.2,10264.0,4.98252427184466,0.0,0.0,-201.74,10062.26,3574.44,0.0,6689.56,197.89,9.69,249.63,6030.61,612.4,642.4,193.46,273.89,64.59,4243.87,76.22,359.64,129.55,3678.46,3678.46,97.15,3581.31,PVC-278/01-ZZZ-GC-560-50,528.0,1234.3018960194177
K10,Cards Core,PVC,419/58,ZZZ,Cards Core,WH,600,310,0.67,925.97,0.93,326774.4,380.0416666666666,351908.4,189.97694444444446,8384.0,8384.0,22307.6,0.0,22307.6,0.0,0.0,0.0,0.0,22307.6,2.6607347328244275,0.0,0.0,-761.72,21545.88,8715.74,0.0,13591.86,293.17,30.14,721.83,11785.0,2244.6,1916.34,630.26,850.93,187.79,5955.08,310.21,1463.68,527.27,3653.92,3653.92,336.87,3317.05,PVC-419/58-ZZZ-WH-600-310,529.0,403.55681087786263
K18,Cards Overlay,PVC,278/01,SB6,Cards Coated Overlay,GC,618,80,1.0,880.3,0.96,512001.7,609.0180555555554,536118.7,1.5505555555555555,10307.4,10307.4,59473.7,0.0,59473.7,0.0,0.0,0.0,0.0,59473.7,5.770000194035354,0.0,0.0,-3467.25,56006.45,26363.99,0.0,33109.71,680.91,255.41,2818.61,25887.53,8195.24,6444.11,1875.05,2590.42,304.63,6478.08,381.38,1799.46,648.24,3649.0,3649.0,2332.84,1316.16,PVC-278/01-SB6-GC-618-80,530.0,311.64160700079555
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,2D Drawer Wrapping Uni,OP,1740,120,0.98,1036.99,0.94,3752621.6999999997,3847.1911111111135,3989489.2999999984,59.59333333333332,7303.7,7303.7,18854.64,0.0,18854.64,0.0,0.0,0.0,0.0,18854.64,2.581518956145515,0.0,0.0,-728.98,18125.66,9429.95,0.0,9424.69,0.0,34.54,457.86,8203.31,735.53,824.48,424.56,452.72,198.69,5567.33,386.95,1074.88,459.33,3646.17,3646.17,248.91,3397.26,PVC-225/05-ZZZ-OP-1740-120,531.0,517.6885452989582
K18,Construction,PVC,202/14,ZZZ,Construction,OP,600,900,0.97,1784.99,0.94,565754.3120000002,337.03555555555545,601604.6120000002,11.685,2319.9,2319.9,7887.66,0.0,7887.66,0.0,-157.75,0.0,-173.52,7556.39,3.2572050519418942,0.0,0.0,-561.46,6994.93,1757.25,0.0,5799.14,23.61,6.44,122.11,5085.52,359.5,340.07,128.2,141.83,40.16,4075.76,85.84,199.93,145.9,3644.09,3644.09,45.4,3598.69,PVC-202/14-ZZZ-OP-600-900,532.0,2803.855428725376
K17,Tape,PVC,240/15,ZZZ,Tape,TL,1830,33,0.9,1012.58,0.95,8612644.900000002,8911.158055555552,9023230.900000002,989.1644444444447,148789.1,148789.1,403335.42,0.0,403335.42,0.0,0.0,0.0,-71418.77,331916.65,2.2307860589250152,0.0,0.0,-4258.79,327657.86,238876.19,0.0,93040.46,0.0,724.88,12707.93,75348.86,15920.23,9874.55,8161.15,7068.92,2998.44,31325.57,5505.2,12822.64,9357.35,3640.38,3640.38,4258.88,-618.5,PVC-240/15-ZZZ-TL-1830-33,533.0,24.774502839253685
K18,Dec. Surfaces/others,PVC,153/07,ZZZ,2D Coil Coating Metal Uni,WH,1120,120,0.95,761.06,0.91,922745.2,1325.985555555555,1009155.2,76.77972222222223,4132.0,4132.0,16924.99,0.0,16924.99,0.0,0.0,0.0,-423.13,16501.86,3.9936737657308807,0.0,0.0,-473.17,16028.69,6746.65,0.0,9755.21,0.0,54.59,624.78,8602.67,1044.37,1519.17,526.64,591.29,195.7,4725.5,218.91,608.1,259.86,3638.63,3638.63,130.03,3508.6,PVC-153/07-ZZZ-WH-1120-120,534.0,670.1877414811229
K10,Cards Core,PVC,230/18,ZZZ,Cards Core,BK,315,260,0.84,909.63,0.91,976035.304,1180.2752777777778,1073609.603,231.04749999999999,3255.0,3255.0,13247.85,0.0,13247.85,0.0,0.0,0.0,0.0,13247.85,4.07,-463.67,0.0,-925.04,12322.81,5024.68,0.0,8223.17,132.55,13.92,316.85,6834.81,717.01,875.61,256.68,378.71,91.06,4515.74,120.44,568.26,204.71,3622.33,3622.33,179.04,3443.29,PVC-230/18-ZZZ-BK-315-260,535.0,1012.2826537327189
K40,Shrink Sleeve,PVC,146/19,T04,Capsule (TDO),BK,328,75,1.0,965.92,0.95,62225.6,67.77111111111111,65461.3,0.0,3852.4,3852.4,14590.48,0.0,14590.48,0.0,0.0,0.0,0.0,14590.48,3.7873741044543663,0.0,0.0,-742.18,13848.3,5887.18,0.0,8703.3,130.64,2.39,478.35,7349.74,966.15,896.5,328.04,488.09,126.87,4544.09,192.23,502.54,242.27,3607.05,3607.05,319.85,3287.2,PVC-146/19-T04-BK-328-75,536.0,904.4029010486969
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,2D Drawer Wrapping Uni,OP,384,150,0.98,1036.99,0.94,3752621.6999999997,3847.1911111111135,3989489.2999999984,59.59333333333332,13052.5,13052.5,35191.3,0.0,35191.3,0.0,-703.83,0.0,0.0,34487.47,2.642211836812871,0.0,0.0,-1273.44,33214.03,17270.55,0.0,17216.92,257.35,7.32,1099.44,14579.37,2810.59,2191.58,910.24,1255.9,378.17,7032.89,691.52,1920.93,820.88,3599.56,3599.56,890.28,2709.28,PVC-225/05-ZZZ-OP-384-150,537.0,285.9764584868799
E27,Shrink Sleeve,PET,G10F22,T38,Shrink Sleeve,GC,493,45,0.93,720.99,0.99,1742665.0119999996,2435.4444444444443,1755925.4599999995,177.60777777777776,13964.2,13964.2,45383.66,0.0,45383.66,0.0,0.0,0.0,0.0,45383.66,3.2500007161169275,0.0,0.0,-2279.68,43103.98,28643.81,0.0,16739.85,863.25,14.92,985.24,12596.76,2530.34,2208.25,157.84,397.38,308.72,6994.23,696.81,1821.63,878.21,3597.58,3597.58,1662.92,1934.66,PETG-G10F22-T38-GC-493-45,538.0,185.74778391887827
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,240,45,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,4734.6,4734.6,18935.76,0.0,19139.48,0.0,0.0,0.0,-120.1,19019.38,4.017103873611287,0.0,0.0,-436.15,18583.23,9898.68,0.0,9120.7,187.24,5.5,532.67,7959.14,1669.18,952.55,112.86,344.62,131.03,4748.9,236.26,617.63,297.76,3597.25,3597.25,854.24,2743.01,PETG-G10F22-T52-GC-240-45,539.0,979.1576828031934
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,312,45,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,7297.7,7297.7,27512.34,0.0,28420.75,0.0,0.0,0.0,-1100.49,27320.26,3.743680885758527,0.0,0.0,-1177.77,26142.49,15174.84,0.0,12145.42,262.32,207.78,710.14,9787.41,2377.53,1188.6,221.36,416.03,211.93,5371.96,364.16,952.0,458.96,3596.84,3596.84,1270.23,2326.61,PETG-G10F22-T52-GC-312-45,540.0,635.1852750318594
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,530,40,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,4147.8,4147.8,16468.88,0.0,16842.19,0.0,-236.87,0.0,0.0,16605.32,4.00340421428227,0.0,0.0,-635.51,15969.81,8596.2,0.0,8009.12,328.72,5.31,359.73,6679.85,905.12,862.89,56.5,142.08,110.25,4603.01,206.98,541.08,260.85,3594.1,3594.1,604.35,2989.75,PETG-G10F22-T52-GC-530-40,541.0,1116.702935049906
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,480,50,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,2960.8,2960.8,13324.95,0.0,13573.54,0.0,-271.47,0.0,-133.25,13168.82,4.447723588219401,0.0,0.0,-356.44,12812.38,6401.38,0.0,6767.44,113.24,84.88,347.54,5865.34,690.3,495.55,73.71,201.83,94.57,4309.38,147.75,386.24,186.2,3589.19,3589.19,441.12,3148.07,PETG-G10F22-T52-GC-480-50,542.0,1562.257741353688
K10,Cards Core,PVC,230/18,ZZZ,Cards Core,BK,300,320,0.84,909.63,0.91,976035.304,1180.2752777777778,1073609.603,231.04749999999999,2819.0,2819.0,11980.75,0.0,11980.75,0.0,0.0,0.0,0.0,11980.75,4.25,-419.33,0.0,-1390.14,10590.61,4307.39,0.0,7673.36,112.75,9.03,214.7,5946.74,574.74,563.91,162.59,238.08,54.29,4353.13,104.3,492.14,177.29,3579.4,3579.4,86.37,3493.03,PVC-230/18-ZZZ-BK-300-320,543.0,1154.9945448740689
K10,Cards Core,PVC,230/18,ZZZ,Cards Core,OP,650,310,0.84,909.63,0.91,976035.304,1180.2752777777778,1073609.603,231.04749999999999,2843.0,2843.0,17114.86,0.0,17114.86,0.0,0.0,-2390.0,0.0,14724.86,5.179338726697153,0.0,0.0,-339.74,14385.12,8031.64,0.0,6693.22,115.78,9.35,215.96,6012.39,568.51,620.27,172.92,261.95,52.91,4335.83,105.19,496.33,178.8,3555.51,3555.51,98.32,3457.19,PVC-230/18-ZZZ-OP-650-310,544.0,1137.600619521632
K06,Shrink Sleeve,PVC,145/01,T02,Shrink Sleeve,GC,520,40,0.95,1270.8,0.95,821971.0649999997,682.0386111111112,866737.0639999998,39.206944444444446,7526.5,7526.5,25018.27,0.0,25018.27,0.0,-750.55,0.0,0.0,24267.72,3.2243034611040984,0.0,0.0,-1362.75,22904.97,9805.39,0.0,14462.33,239.81,25.21,1177.73,11656.83,1472.47,2918.89,589.57,1111.03,180.08,5384.79,375.58,981.83,473.34,3554.04,3554.04,751.65,2802.39,PVC-145/01-T02-GC-520-40,545.0,600.0762681193117
E27,Shrink Sleeve,PET,G10F22,T38,Shrink Sleeve,GC,560,50,0.93,720.99,0.99,1742665.0119999996,2435.4444444444443,1755925.4599999995,177.60777777777776,12550.6,12550.6,41004.74,0.0,41004.74,0.0,0.0,0.0,-77.5,40927.24,3.260978757987666,0.0,0.0,-1726.68,39200.56,25735.34,0.0,15191.9,341.5,13.47,979.84,12130.41,2503.61,2168.55,154.87,389.46,307.12,6606.8,626.27,1637.23,789.31,3553.99,3553.99,1649.98,1904.01,PETG-G10F22-T38-GC-560-50,546.0,204.16484073271394
E26,Shrink Sleeve,PET,G10F12,T15,Capsule (TDO),GC,343,75,0.97,308.04,0.88,130927.88200000001,480.4711111111111,148002.75199999998,17.21027777777778,2982.5,2982.5,15001.98,0.0,15270.41,0.0,-363.44,0.0,-238.6,14668.37,4.918145850796312,0.0,0.0,-205.66,14462.71,8014.17,0.0,6654.2,68.15,2.81,406.76,5970.82,620.25,588.61,121.56,275.48,100.22,4264.7,148.83,389.07,187.57,3539.23,3539.23,416.26,3122.97,PETG-G10F12-T15-GC-343-75,547.0,365.5404557250629
E27,Shrink Sleeve,PET,G10F22,T38,Shrink Sleeve,GC,524,40,0.93,720.99,0.99,1742665.0119999996,2435.4444444444443,1755925.4599999995,177.60777777777776,16362.0,16122.6,53176.52,0.0,53176.52,0.0,0.0,-778.05,0.0,52398.47,3.250001240494709,0.0,0.0,-2165.29,50233.18,33397.32,0.0,19001.15,392.0,18.25,1332.79,15092.82,3370.23,3063.27,208.52,524.28,413.08,7513.44,816.46,2134.42,1029.01,3533.55,3533.55,2239.76,1293.79,PETG-G10F22-T38-GC-524-40,548.0,158.0175787093893
E27,Shrink Sleeve,PET,G10F22,T38,Shrink Sleeve,GC,500,50,0.93,720.99,0.99,1742665.0119999996,2435.4444444444443,1755925.4599999995,177.60777777777776,2529.0,2529.0,11779.93,0.0,11779.93,0.0,0.0,0.0,-353.4,11426.53,4.5182008699090535,0.0,0.0,-573.19,10853.34,5090.12,0.0,6336.41,102.77,2.89,213.62,5443.94,479.76,652.88,29.29,75.71,59.43,4146.87,126.2,329.92,159.05,3531.7,3531.7,351.46,3180.24,PETG-G10F22-T38-GC-500-50,549.0,1006.8487081850533
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,371,40,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,21383.8,17890.0,70190.57,0.0,70190.57,-1195.77,0.0,-13283.85,-415.92,55295.03,3.0908345444382337,0.0,0.0,-3017.55,52277.48,32965.14,0.0,22329.89,3298.99,334.57,1082.86,14595.92,3052.65,2581.69,274.92,460.44,343.95,7882.27,892.72,2333.75,1125.1,3530.7,3530.7,2110.9,1419.8,PETG-G10F22-T52-GC-371-40,550.0,254.34065500279485
E26,Shrink Sleeve,PET,G19F22,T52,Shrink Sleeve,GC,242,50,0.94,1161.57,0.87,26413.725,26.101111111111113,30318.32,1.6561111111111106,17314.5,17314.5,69084.89,0.0,69084.89,0.0,0.0,-1067.65,-2040.49,65976.75,3.8104912067919954,0.0,0.0,-1618.89,64357.86,43448.98,0.0,22527.77,1043.26,31.88,1858.21,17975.53,4599.2,3663.21,348.5,1174.75,453.99,7735.88,863.98,2258.66,1088.89,3524.35,3524.35,2710.15,814.2,PETG-G19F22-T52-GC-242-50,551.0,236.43646824915533
K18,Cards Overlay,PVC,278/01,SB6,Cards Coated Overlay,GC,620,80,1.0,880.3,0.96,512001.7,609.0180555555554,536118.7,1.5505555555555555,3272.0,3272.0,17996.0,0.0,17996.0,0.0,0.0,0.0,0.0,17996.0,5.5,0.0,0.0,-707.56,17288.44,8718.08,0.0,9277.92,97.11,14.57,519.35,7939.33,1184.85,1372.13,372.31,500.19,91.64,4418.21,121.06,571.23,205.78,3520.14,3520.14,296.68,3223.46,PVC-278/01-SB6-GC-620-80,552.0,947.0596705378973
E26,Shrink Sleeve,PET,G25F21,T42,Shrink Sleeve,MC,750,50,0.72,531.62,0.86,612708.3749999999,1343.6008333333336,714283.788,520.1650000000001,2113.5,2113.5,13335.0,0.0,13335.0,0.0,0.0,0.0,0.0,13335.0,6.3094393186657225,0.0,0.0,-446.89,12888.11,6126.92,0.0,7208.08,68.04,2.99,524.87,6165.29,782.61,693.68,173.2,323.56,165.48,4026.76,105.46,275.71,132.92,3512.67,3512.67,591.64,2921.03,PETG-G25F21-T42-MC-750-50,553.0,883.5607406671398
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,TR,863,47,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,23317.0,23317.0,80001.3,0.0,81505.34,0.0,0.0,0.0,-2798.05,78707.29,3.3755324441394685,0.0,0.0,-1090.09,77617.2,48178.8,0.0,30528.49,3099.05,27.4,2618.73,23693.22,6583.64,5731.84,399.01,997.73,817.09,9163.91,1163.52,3041.7,1466.41,3492.28,3492.28,4384.44,-892.16,PETG-G10F22-T52-TR-863-47,554.0,193.01972497319554
K06,Shrink Sleeve,PVC,145/01,T02,Shrink Sleeve,GC,540,50,0.95,1270.8,0.95,821971.0649999997,682.0386111111112,866737.0639999998,39.206944444444446,17772.4,17772.4,54859.68,0.0,54859.68,0.0,0.0,0.0,0.0,54859.68,3.0867907542031463,0.0,0.0,-3772.08,51087.6,23375.04,0.0,31484.64,2197.79,374.27,2610.64,22529.86,4090.19,6081.64,1508.57,2625.83,408.91,7814.72,886.84,2318.42,1117.71,3491.75,3491.75,1794.21,1697.54,PVC-145/01-T02-GC-540-50,555.0,249.67454592514233
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,267,50,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,3137.5,3137.5,13177.5,0.0,13459.88,0.0,0.0,0.0,0.0,13459.88,4.290001593625497,0.0,0.0,0.0,13459.88,6959.98,0.0,6499.9,100.3,4.1,304.3,6091.2,924.9,610.12,60.93,193.84,73.61,4227.8,156.56,409.29,197.32,3464.63,3464.63,486.67,2977.96,PETG-G10F22-T52-GC-267-50,556.0,1423.1098856414342
E26,Shrink Sleeve,PET,G25F21,T42,Shrink Sleeve,MC,635,50,0.72,531.62,0.86,612708.3749999999,1343.6008333333336,714283.788,520.1650000000001,6526.8,6526.8,28321.02,0.0,29430.57,0.0,0.0,0.0,0.0,29430.57,4.5091882699025545,0.0,0.0,0.0,29430.57,18362.45,0.0,11068.12,170.22,6.95,1459.72,9431.23,2233.22,1897.84,479.96,891.0,465.85,3463.36,0.0,0.0,0.0,3463.36,3463.36,1655.46,1807.9,PETG-G25F21-T42-MC-635-50,557.0,282.0971139302568
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,282,45,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,15677.5,15677.5,57222.88,0.0,57222.88,0.0,0.0,0.0,0.0,57222.88,3.6500003189284014,-1889.49,0.0,-3978.48,53244.4,33812.85,0.0,23410.03,613.11,25.2,1563.59,17229.65,5083.66,3089.94,342.66,1067.16,371.35,7274.88,782.3,2045.13,985.96,3461.49,3461.49,2515.25,946.24,PETG-G10F22-T52-GC-282-45,558.0,284.5454072779461
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,354,40,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,10663.9,10591.5,35155.68,0.0,35155.68,-859.05,0.0,-835.3,-298.8,33162.53,3.131051314733513,0.0,0.0,-1487.8,31674.73,18844.94,0.0,14317.59,2087.53,15.76,663.56,10062.94,1744.47,1687.12,114.89,290.95,203.87,6021.64,528.51,1381.67,666.1,3445.36,3445.36,1133.13,2312.23,PETG-G10F22-T52-GC-354-40,559.0,419.2204358589435
E26,Shrink Sleeve,PET,G25F21,T42,Shrink Sleeve,MC,572,50,0.72,531.62,0.86,612708.3749999999,1343.6008333333336,714283.788,520.1650000000001,6621.0,6621.0,28723.24,0.0,29848.81,0.0,0.0,0.0,0.0,29848.81,4.508202688415647,0.0,0.0,0.0,29848.81,19249.22,0.0,10599.59,191.53,6.93,1366.11,9035.02,2089.14,1778.95,449.74,832.8,439.45,3444.94,0.0,0.0,0.0,3444.94,3444.94,1556.61,1888.33,PETG-G25F21-T42-MC-572-50,560.0,276.60459187433923
K17,Tape,PVC,240/13,ZZZ,Tape,TP,1270,45,0.96,748.66,0.88,311604.80000000005,472.2697222222222,353570.8,18.73611111111111,780.9,780.9,9995.52,0.0,9995.52,0.0,-199.91,0.0,0.0,9795.61,12.54400051222948,-349.84,0.0,-1369.81,8425.8,2376.43,0.0,7419.18,59.29,8.83,523.75,5457.5,556.62,708.33,318.12,246.79,43.52,3584.12,28.89,67.3,49.11,3438.82,3438.82,429.84,3008.98,PVC-240/13-ZZZ-TP-1270-45,561.0,3296.8459229094638
K18,Dec. Surfaces/others,PVC,153/07,ZZZ,2D Coil Coating Metal Uni,WH,1080,150,0.95,761.06,0.91,922745.2,1325.985555555555,1009155.2,76.77972222222223,4236.0,4236.0,17033.98,0.0,17033.98,0.0,0.0,0.0,-425.85,16608.13,3.9207105760151086,0.0,0.0,-529.17,16078.96,6761.0,0.0,9847.13,0.0,52.02,657.33,8608.61,1096.15,1593.14,556.3,619.66,208.79,4534.57,224.42,623.41,266.39,3420.35,3420.35,133.73,3286.62,PVC-153/07-ZZZ-WH-1080-150,562.0,614.5164237488195
K18,Dec. Surfaces/others,PVC,153/05,ZZZ,2D Coil Coating Metal Uni,OP,1270,150,1.0,687.1,0.8,94528.0,171.98444444444436,118171.0,0.0,2501.0,2501.0,12317.73,0.0,12317.73,0.0,0.0,0.0,-307.95,12009.78,4.8019912035185905,0.0,0.0,-400.74,11609.04,5118.95,0.0,6890.83,0.0,26.0,332.22,6131.87,545.9,815.71,281.42,316.48,105.33,4067.03,132.51,368.08,157.28,3409.16,3409.16,68.05,3341.11,PVC-153/05-ZZZ-OP-1270-150,563.0,936.5988948420631
K18,Cooling Tower,PVC,459/01,ZZZ,Cooling Tower,BK,1200,200,0.98,1821.12,0.97,1479260.2959999999,838.81,1527577.296,19.688888888888886,85253.0,85253.0,122926.47,0.0,122926.47,0.0,0.0,0.0,0.0,122926.47,1.4419019858538702,0.0,0.0,-12598.32,110328.15,37611.13,0.0,85315.34,3276.29,322.84,5311.41,63806.48,16923.21,14992.27,5724.17,6316.63,1747.8,18102.4,1988.11,7347.1,5361.57,3405.62,3405.62,2131.91,1273.71,PVC-459/01-ZZZ-BK-1200-200,564.0,72.74867388127105
K18,Construction,PVC,201/90,ZZZ,Construction,OP,280,250,1.0,1501.85,0.97,24926.0,17.164166666666667,25778.0,0.0,3915.5,3915.5,10584.0,0.0,10584.0,-211.68,0.0,0.0,0.0,10372.32,2.6490409909334693,0.0,0.0,-297.15,10075.17,3217.81,0.0,7154.51,79.68,12.7,288.61,6476.37,906.15,763.4,257.39,340.37,75.97,4133.09,144.87,337.44,246.25,3404.53,3404.53,159.78,3244.75,PVC-201/90-ZZZ-OP-280-250,565.0,1305.8596298046227
K06,Shrink Sleeve,PVC,148/05,T30,Shrink Sleeve,GC,305,45,0.84,1166.43,0.96,1406446.2790000003,1250.1388888888891,1458195.2690000003,245.61055555555555,78707.8,78707.8,233788.16,0.0,233788.16,0.0,0.0,0.0,0.0,233788.16,2.970330259516846,0.0,0.0,-4112.09,229676.07,130982.68,0.0,102805.48,3741.35,1087.78,11916.28,81947.98,16427.89,23070.13,6926.43,11177.46,1809.42,22536.65,3927.52,10267.43,4949.93,3391.77,3391.77,7404.07,-4012.3,PVC-148/05-T30-GC-305-45,566.0,50.26518694589355
K06,Shrink Sleeve,PVC,147/07,T25,Shrink Sleeve,GC,615,50,0.61,1071.44,0.96,1901253.1260000004,1852.56888888889,1984909.744,1197.8747222222223,6538.1,6538.1,23171.39,0.0,23171.39,0.0,0.0,0.0,0.0,23171.39,3.544055612486808,0.0,0.0,-1070.76,22100.63,9740.0,0.0,13431.39,223.88,24.61,1101.23,11010.91,1474.11,2765.52,559.19,1061.66,170.42,4980.01,326.24,852.89,411.18,3389.7,3389.7,736.97,2652.73,PVC-147/07-T25-GC-615-50,567.0,555.4916822930209
E26,Shrink Sleeve,PET,G10F33,T43,Shrink Sleeve,GC,400,50,0.49,697.53,0.9,786475.7729999999,1245.9422222222229,869079.8230000001,1303.9808333333335,8953.1,8953.1,33842.72,0.0,33842.72,0.0,0.0,0.0,-1184.51,32658.21,3.647698562509075,0.0,0.0,-1687.59,30970.62,17581.57,0.0,15076.64,1135.69,15.95,1210.8,11026.61,1636.2,2390.72,383.95,732.28,328.01,5555.45,446.77,1167.94,563.06,3377.68,3377.68,1287.27,2090.41,PETG-G10F33-T43-GC-400-50,568.0,263.1527772950151
E27,Shrink Sleeve,PET,G10F22,T52,Shrink Sleeve,GC,385,45,0.93,1288.74,0.99,5220170.689999999,4075.9916666666613,5252874.323999999,293.31333333333333,1706.6,1706.6,9283.9,0.0,9437.5,0.0,0.0,0.0,0.0,9437.5,5.5300011719207784,0.0,0.0,-411.82,9025.68,3838.49,0.0,5599.01,66.39,3.06,171.81,4945.93,318.43,726.87,19.28,54.25,39.98,3787.12,85.16,222.63,107.33,3372.0,3372.0,275.68,3096.32,PETG-G10F22-T52-GC-385-45,569.0,2546.3677956170163
E27,Shrink Sleeve,PET,G10F22,T60,Shrink Sleeve,GC,750,45,0.4,1209.45,0.99,192653.125,161.06805555555556,194803.125,244.35888888888877,5122.0,5122.0,18746.51,0.0,19249.34,0.0,0.0,0.0,0.0,19249.34,3.7581686841077695,0.0,0.0,-482.46,18766.88,10419.11,0.0,8830.23,165.58,5.78,537.52,7638.89,1323.24,1255.23,80.14,201.43,164.55,4614.3,255.59,668.16,322.12,3368.43,3368.43,896.42,2472.01,PETG-G10F22-T60-GC-750-45,570.0,795.3822068527918
K40,Dec. Surfaces/others,PVC,225/05,ZZZ,2D Drawer Wrapping Uni,WH,1600,150,0.98,1036.99,0.94,3752621.6999999997,3847.1911111111135,3989489.2999999984,59.59333333333332,38692.0,38692.0,76608.0,0.0,76608.0,0.0,0.0,0.0,0.0,76608.0,1.9799441745063584,0.0,0.0,-2476.8,74131.2,45096.09,0.0,31511.91,0.0,247.46,2098.94,26688.71,4522.86,3660.98,2008.96,2103.25,855.6,13537.06,2049.9,5694.3,2433.35,3359.51,3359.51,1232.07,2127.44,PVC-225/05-ZZZ-WH-1600-150,571.0,90.03872311847411
K40,Shrink Sleeve,PVC,146/19,T05,Capsule (TDO),OP,328,75,0.7,1130.3,0.93,477006.6,453.09472222222206,512134.0999999999,189.79194444444445,6737.0,6737.0,27798.39,0.0,27798.39,0.0,0.0,0.0,0.0,27798.39,4.1262268071842065,0.0,0.0,-1292.94,26505.45,14506.28,0.0,13292.11,223.36,4.13,961.48,10810.2,1936.11,1866.37,718.5,1012.41,283.62,4993.19,336.18,878.85,423.7,3354.46,3354.46,640.4,2714.06,PVC-146/19-T05-OP-328-75,572.0,562.7944393647024
K18,Cards Overlay,PVC,179/01,H140,Cards Coated Overlay,TP,500,60,1.0,566.22,0.85,1221.0,2.536111111111111,1436.0,0.0,1110.0,1110.0,11211.0,0.0,11211.0,0.0,0.0,0.0,0.0,11211.0,10.1,0.0,0.0,-261.8,10949.2,3198.22,0.0,8012.78,127.67,6.93,555.75,7060.63,1104.47,1487.33,368.52,430.3,47.04,3622.97,41.07,193.78,69.81,3318.31,3318.31,428.3,2890.01,PVC-179/01-H140-TP-500-60,573.0,1692.6968362162163
K40,Shrink Sleeve,PVC,146/19,T04,Capsule (TDO),BK,346,75,1.0,965.92,0.95,62225.6,67.77111111111111,65461.3,0.0,21196.8,21196.8,72705.03,0.0,72705.03,0.0,0.0,0.0,0.0,72705.03,3.4300002830615943,0.0,0.0,-5260.5,67444.53,33636.82,0.0,39068.21,461.89,32.21,3462.08,29851.53,7851.56,6795.13,2266.64,3665.55,814.81,8457.84,1057.73,2765.13,1333.07,3301.91,3301.91,2529.37,772.54,PVC-146/19-T04-BK-346-75,574.0,150.46520735205314
